Ort;Plz;Bundesland
Galenbeck;17337;MV
Galenberg;56651;RP
Gallentin;23996;MV
Gallin;19258;MV
Gallin;19386;MV
Gallinchen;3058;BB
Gallmersgarten;91605;BY
Gallschütz;1665;SN
Gallun;15749;BB
Galm;14715;BB
Galmsbüll;25899;SH
Galow;16278;BB
Gamlen;56761;RP
Gammelby;24340;SH
Gammelin;19230;MV
Gammelsdorf;85408;BY
Gammelshausen;73108;BW
Gammertingen;72501;BW
Gamstädt;99192;TH
Gandenitz;17268;BB
Ganderkesee;27777;NI
Gandesbergen;27324;NI
Gangelt;52538;NW
Gangkofen;84140;BY
Gangloffsömmern;99634;TH
Gänsberg;83329;BY
Gantenbeck;23948;MV
Ganzer;16845;BB
Ganzlin;19395;MV
Gapel;14727;BB
Gappenach;56294;RP
Garbsen;30823;NI
Garbsen;30826;NI
Garbsen;30827;NI
Garching;84518;BY
Garching;85748;BY
Gardelegen;39638;ST
Garding;25836;SH
Garding Kirchspiel;25836;SH
Garlin;19357;BB
Garlipp;39579;ST
Garlitz;14715;BB
Garlitz;19249;MV
Garlstorf;21376;NI
Garmisch-Partenkirchen;82467;BY
Garnbach;6571;TH
Garrel;49681;NI
Garrey;14823;BB
Gars;83536;BY
Gars Bahnhof;83555;BY
Garsedow;19322;BB
Garstedt;21441;NI
Garthe;49685;NI
Gartow;16845;BB
Gartow;29471;NI
Gärtringen;71116;BW
Gartz;16307;BB
Garvensdorf;18233;MV
Garvsmühlen;18230;MV
Garz;16845;BB
Garz;17419;MV
Garz;18574;MV
Garz;39524;ST
Garzau;15345;BB
Garzin;15345;BB
Gastemühle;56332;RP
Gasteyers Mühle;56379;RP
Gasthafen;25899;SH
Gastrose-Kerkwitz;3172;BB
Gatersleben;6466;ST
Gatow;16306;BB
Gattendorf;95185;BY
Gatterstädt;6268;ST
Gau-Algesheim;55435;RP
Gau-Bickelheim;55599;RP
Gau-Bischofsheim;55296;RP
Gauchshausen;73494;BW
Gauern;7580;TH
Gauernitz;1665;SN
Gauersheim;67294;RP
Gäufelden;71126;BW
Gaugrehweiler;67822;RP
Gau-Heppenheim;55234;RP
Gaukönigshofen;97253;BY
Gau-Odernheim;55239;RP
Gaushorn;25782;SH
Gaußig;2633;SN
Gauting;82131;BY
Gau-Weinheim;55578;RP
Gaymühle Gem Bauler;54673;RP
Gaymühle Gem Berscheid;54673;RP
Gaymühle Gem Biesdorf;54675;RP
Gaymühle Gem Wallendorf;54675;RP
Gebenbach;92274;BY
Gebersdorf;15936;BB
Gebersdorf;98743;TH
Gebesee;99189;TH
Gebhardshain;57580;RP
Gebhardshütte;64711;HE
Gebroth;55595;RP
Gebsattel;91607;BY
Gebstedt;99510;TH
Gechingen;75391;BW
Gedern;63688;HE
Geelbek;24882;SH
Geesow;16307;BB
Geeste;49744;NI
Geestgottberg;39615;ST
Geesthacht;21502;SH
Gefell;7926;TH
Gefell;54552;RP
Gefell;96524;TH
Gefrees;95482;BY
Gehaus;36404;TH
Geheege;7819;TH
Gehlberg;98559;TH
Gehlert;57627;RP
Gehlmühle;76887;RP
Gehlweiler;55490;RP
Gehofen;6571;TH
Gehrde;49596;NI
Gehrden;30989;NI
Gehrden;39264;ST
Gehren;15926;BB
Gehren;98708;TH
Gehrendorf;39359;ST
Gehrhof;25361;SH
Gehringswalde;9429;SN
Gehrweiler;67724;RP
Geichlingen;54675;RP
Geiersthal;94244;BY
Geigant;93449;BY
Geilenkirchen;52511;NW
Geilnau;56379;RP
Geilsdorf;99326;TH
Geisa;36419;TH
Geisbüschhof;56729;RP
Geiselbach;63826;BY
Geiselberg;67715;RP
Geiselhöring;94333;BY
Geiselwind;96160;BY
Geisenfeld;85290;BY
Geisenhain;7646;TH
Geisenhausen;84144;BY
Geisenheim;65366;HE
Geisenhofen;82282;BY
Geisfeld;54413;RP
Geisig;56357;RP
Geising;1778;SN
Geisingen;78187;BW
Geisleden;37308;TH
Geislingen;72351;BW
Geislingen;73312;BW
Geislinger Weg;73345;BW
Geismar;36419;TH
Geismar;37308;TH
Geitersdorf;7407;TH
Geithain;4643;SN
Gelbensande;18182;MV
Gelchsheim;97255;BY
Geldern;47608;NW
Geldersheim;97505;BY
Geleitshäuser;4720;SN
Gelenau;9423;SN
Gelenberg;53539;RP
Gellmersdorf;16278;BB
Gelmeroda;99428;TH
Gelnhausen;63571;HE
Gelsenkirchen;45879;NW
Gelsenkirchen;45881;NW
Gelsenkirchen;45883;NW
Gelsenkirchen;45884;NW
Gelsenkirchen;45886;NW
Gelsenkirchen;45888;NW
Gelsenkirchen;45889;NW
Gelsenkirchen;45891;NW
Gelsenkirchen;45892;NW
Gelsenkirchen;45894;NW
Gelsenkirchen;45896;NW
Gelsenkirchen;45897;NW
Gelsenkirchen;45899;NW
Geltendorf;82269;BY
Gelting;24395;SH
Geltorf;24884;SH
Geltow;14542;BB
Gemmerich;56357;RP
Gemmingen;75050;BW
Gemmrigheim;74376;BW
Gemünd;54673;RP
Gemünden;35285;HE
Gemünden;35329;HE
Gemünden;55490;RP
Gemünden;56459;RP
Gemünden;97737;BY
Genderkingen;86682;BY
Gengenbach;77723;BW
Genschmar;15328;BB
Genshagen;14974;BB
Gensingen;55457;RP
Gentha;6918;ST
Genthin;39307;ST
Gentingen;54675;RP
Genzkow;17099;MV
Georgenberg;92697;BY
Georgensgmünd;91166;BY
Georgenthal;99887;TH
Georgenzell;98590;TH
Georgsdorf;49828;NI
Georgsmarienhütte;49124;NI
Gera;7545;TH
Gera;7546;TH
Gera;7548;TH
Gera;7549;TH
Gera;7551;TH
Gera;7552;TH
Gera;7554;TH
Gera;7557;TH
Geraberg;98716;TH
Gerabronn;74582;BW
Gerach;55743;RP
Gerach;96161;BY
Geratskirchen;84552;BY
Gerbach;67813;RP
Gerbershausen;37318;TH
Gerbisbach;6922;ST
Gerbitz;6429;ST
Gerblinghausen;82041;BY
Gerbrunn;97218;BY
Gerbstedt;6347;ST
Gerdau;29581;NI
Gerdshagen;16928;BB
Gerdshagen;18239;MV
Gerer;83546;BY
Geretsried;82538;BY
Gerhardsbrunn;66894;RP
Gerhardshofen;91466;BY
Gerichshain;4827;SN
Gerichtsmannsmühle;55743;RP
Gering;56751;RP
Geringswalde;9326;SN
Gerlebogk;6420;ST
Gerlingen;70839;BW
Germaringen;87656;BY
Germendorf;16767;BB
Germering;82110;BY
Germersheim;76726;RP
Germerswang;82216;BY
Gernrode;6507;ST
Gernrode;37339;TH
Gernsbach;76593;BW
Gernsheim;64579;HE
Gernstedt;6648;ST
Geroda;7819;TH
Geroda;97779;BY
Gerold;82493;BY
Geroldsgrün;95179;BY
Geroldshausen;97256;BY
Gerolfingen;91726;BY
Gerolsbach;85302;BY
Gerolsheim;67229;RP
Gerolstein;54568;RP
Gerolzhofen;97447;BY
Gerschweiler;89537;BW
Gersdorf;4703;SN
Gersdorf;9355;SN
Gersdorf;18230;MV
Gersdorf;83565;BY
Gersdorf-Möhrsdorf;1920;SN
Gersfeld;36129;HE
Gersheim;66453;SL
Gersten;49838;NI
Gerstenberg;4617;TH
Gerstengrund;36419;TH
Gerstetten;89547;BW
Gersthofen;86368;BY
Gerstungen;99834;TH
Gerswalde;17268;BB
Gerterode;37355;TH
Gertewitz;7389;TH
Gerthausen;98617;TH
Gertitzsch;4741;SN
Gerwisch;39175;ST
Gerzen;84175;BY
Geschendorf;23815;SH
Gescher;48712;NW
Geschwenda;98716;TH
Gesees;95494;BY
Geseke;59590;NW
Geslau;91608;BY
Gesotz Gem Feuerscheid;54597;RP
Gesotz Gem Hargarten;54597;RP
Gesotz Gem Plütscheid;54597;RP
Gessertshausen;86459;BY
Gestecke;34305;HE
Gestratz;88167;BY
Getelo;49843;NI
Gettengrün;8626;SN
Gettorf;24214;SH
Geusa;6217;ST
Geußnitz;6712;ST
Gevelsberg;58285;NW
Gevenich;56825;RP
Gevensleben;38384;NI
Geversdorf;21784;NI
Geyer;9468;SN
Giebelstadt;97232;BY
Gieboldehausen;37434;NI
Gieckau;6618;ST
Giekau;24321;SH
Gielde;38315;NI
Gieleroth;57610;RP
Gielert;54424;RP
Gielow;17139;MV
Gielsdorf;15345;BB
Giengen;89537;BW
Gierschnach;56294;RP
Giershausen;57632;RP
Giersleben;6449;ST
Gierstädt;99100;TH
Gierstling;83364;BY
Giesdorf;54614;RP
Gieselauschleuse;24797;SH
Giesen;31180;NI
Giesenhagen;16928;BB
Giesenhausen;57612;RP
Giesenhorst;16845;BB
Giesensdorf;15848;BB
Giesensdorf;16928;BB
Giesensdorf;23909;SH
Gieseritz;29413;ST
Gieshof-Zelliner Loose;15324;BB
Gieshübel;56377;RP
Gießen;35390;HE
Gießen;35392;HE
Gießen;35394;HE
Gießen;35396;HE
Gießen;35398;HE
Gießhübelmühle;75031;BW
Gießmannsdorf;15926;BB
Gießübel;98667;TH
Gifhorn;38518;NI
Gifizenmoos;78713;BW
Giggenhausen;85376;BY
Gigling;83368;BY
Gilching;82205;BY
Gillenbeuren;56825;RP
Gillenfeld;54558;RP
Gillersdorf;98701;TH
Gilserberg;34630;HE
Gilten;29690;NI
Gilzem;54298;RP
Gimbsheim;67578;RP
Gimbweiler;55767;RP
Gimritz;6198;ST
Gindorf;54657;RP
Gingen;73333;BW
Gingst;18569;MV
Ginsheim-Gustavsburg;65462;HE
Ginsweiler;67742;RP
Gipperath;54533;RP
Girgenrath;53547;RP
Girkenroth;56459;RP
Girod;56412;RP
Gischau;29416;ST
Gischow;19386;MV
Gittelde;37534;NI
Gladau;39307;ST
Gladbach;54518;RP
Gladbeck;45964;NW
Gladbeck;45966;NW
Gladbeck;45968;NW
Gladenbach;35075;HE
Gladigau;39606;ST
Glaisin;19288;MV
Glaitenhof;71549;BW
Glambeck;16775;BB
Glambeck;18246;MV
Glanbrücken;66887;RP
Glandorf;49219;NI
Glan-Münchweiler;66907;RP
Glasau;23719;SH
Glasehausen;37308;TH
Glasewitz;18276;MV
Glashagen;18209;MV
Glashagen;23996;MV
Glashütte;1768;SN
Glashütte;14827;BB
Glashütte;23812;SH
Glashütte;92690;BY
Glashütte-Dittersdorf;1768;SN
Glashütte-Johnsbach;1768;SN
Glashütte-Luchau;1768;SN
Glashütten;61479;HE
Glashütten;95496;BY
Glashütte-Schlottwitz;1768;SN
Glasin;23992;MV
Glasmühle;75385;BW
Glasow;17322;MV
Glattbach;63864;BY
Glatten;72293;BW
Glattenzainbach;71540;BW
Glau;14959;BB
Glaubitz;1612;SN
Glauburg;63695;HE
Glauchau;8371;SN
Glauzig;6369;ST
Glebitzsch;6794;ST
Glees;56653;RP
Gleichamberg;98646;TH
Gleichen;37130;NI
Gleima;7356;TH
Gleina;1594;SN
Gleina;6632;ST
Gleiritsch;92723;BY
Gleißenberg;93477;BY
Gleisweiler;76835;RP
Gleiszellen-Gleishorbach;76889;RP
Gletzow;19217;MV
Glewitz;18513;MV
Glien;14715;BB
Glienecke;14793;BB
Glienick;15806;BB
Glienicke;15864;BB
Glienicke;16548;BB
Glienicke;16909;BB
Glienig;15936;BB
Glienke;17099;MV
Glietz;15913;BB
Glinde;21509;SH
Glinde;39249;ST
Glindenberg;39326;ST
Glindow;14542;BB
Globig-Bleddin;6901;ST
Glonn;85625;BY
Glöthe;39240;ST
Glött;89353;BY
Glottertal;79286;BW
Glövzin;19357;BB
Glowe;18551;MV
Glöwen;19339;BB
Glöwitz;18356;MV
Glücksburg;24960;SH
Glücksburg;25821;SH
Glückstadt;25348;SH
Glüsing;25779;SH
Gmund;83703;BY
Gnadau;39249;ST
Gnarrenburg;27442;NI
Gnaschwitz;2692;SN
Gnemern;18246;MV
Gnetsch;6369;ST
Gneus;7646;TH
Gneven;19065;MV
Gnevezow;17111;MV
Gnevkow;17089;MV
Gnevsdorf;19322;BB
Gnevsdorf;19395;MV
Gnewikow;16818;BB
Gnewitz;18195;MV
Gnoien;17179;MV
Gnölbzig;6420;ST
Gnotzheim;91728;BY
Gnutz;24622;SH
Göbitz;6712;ST
Goch;47574;NW
Gochsheim;97469;BY
Göcklingen;76831;RP
Göda;2633;SN
Goddert;56244;RP
Goddin;19205;MV
Godendorf;17237;MV
Gödenroth;56290;RP
Gödenstorf;21376;NI
Godern;19065;MV
Gödnitz;39264;ST
Göggenhofen;85655;BY
Göggingen;73571;BW
Göhl;23758;SH
Göhlen;15898;BB
Göhlen;19288;MV
Gohlis;1462;SN
Gohlis;1619;SN
Gohlitz;14641;BB
Göhlsdorf;14542;BB
Gohrau;6786;ST
Göhrde;29473;NI
Göhren;4603;TH
Göhren;17348;MV
Göhren;18586;MV
Göhren;19089;MV
Göhren;19294;MV
Göhren-Döhlen;7950;TH
Göhren-Lebbin;17213;MV
Gohrisch;1824;SN
Gokels;25557;SH
Golbitz;6420;ST
Golchen;17089;MV
Golchen;19412;MV
Goldbach;63773;BY
Goldbach;99869;TH
Goldbeck;16845;BB
Goldbeck;16909;BB
Goldbeck;23948;MV
Goldbeck;39596;ST
Goldberg;19399;MV
Goldberg;23992;MV
Goldebek;25862;SH
Goldelund;25862;SH
Goldenbow;19260;MV
Goldenbow;19374;MV
Goldenerhahn;23619;SH
Goldenitz;19230;MV
Göldenitz;18258;MV
Göldenitz;23919;SH
Goldenstädt;19079;MV
Goldenstedt;49424;NI
Goldisthal;98746;TH
Goldkronach;95497;BY
Goldschau;6721;ST
Gölenkamp;49843;NI
Gollenberg;55767;RP
Gollensdorf;39615;ST
Göllheim;67307;RP
Gollhofen;97258;BY
Gollin;17268;BB
Göllin;18246;MV
Göllingen;6567;TH
Gollmitz;3205;BB
Gollmitz;17291;BB
Göllnitz;3238;BB
Göllnitz;4626;TH
Gollwitz;14778;BB
Golm;14476;BB
Golm;16306;BB
Golmbach;37640;NI
Golmsdorf;7751;TH
Golschow;3116;BB
Gölsdorf;14913;BB
Golßen;15938;BB
Goltoft;24864;SH
Golzen;6636;ST
Golzow;14778;BB
Golzow;15328;BB
Golzow;16230;BB
Gomadingen;72532;BW
Gomaringen;72810;BW
Gommern;39245;ST
Gommersheim;67377;RP
Gömnigk;14822;BB
Gompertshausen;98663;TH
Gonbach;67724;RP
Gondelsheim;75053;BW
Gondenbrett;54595;RP
Gondershausen;56283;RP
Gondorf;54647;RP
Gonna;6528;ST
Gönnebek;24610;SH
Gönnersdorf;53498;RP
Gönnersdorf;54584;RP
Gönnheim;67161;RP
Goosefeld;24340;SH
Göpfersdorf;4618;TH
Goppeln;1728;SN
Göppingen;73033;BW
Göppingen;73035;BW
Göppingen;73037;BW
Gorden-Staupitz;3238;BB
Gorenzen;6343;ST
Gorgast;15328;BB
Görgeshausen;56412;RP
Görike;16866;BB
Görisried;87657;BY
Göritz;3226;BB
Göritz;6869;ST
Göritz;17291;BB
Görkwitz;7907;TH
Gorleben;29475;NI
Görlitz;2826;SN
Görlitz;2827;SN
Görlitz;2828;SN
Gorlosen;19294;MV
Görlsdorf;15926;BB
Görlsdorf;16278;BB
Görmin;17121;MV
Gornau;9405;SN
Görne;14728;BB
Gornhausen;54472;RP
Görnitz;19294;MV
Gornsdorf;9390;SN
Gorow;18239;MV
Görsbach;99765;TH
Görschen;6618;ST
Gorschendorf;17139;MV
Görsdorf;15848;BB
Görsdorf;15859;BB
Görsdorf;15936;BB
Gorsdorf-Hemsendorf;6917;ST
Gorsleben;6577;TH
Görslow;19065;MV
Gortz;14778;BB
Görwihl;79733;BW
Gorxheimertal;69517;HE
Görzig;1561;SN
Görzig;6369;ST
Görzig;15848;BB
Görzke;14828;BB
Goschen;15868;BB
Göschitz;7907;TH
Gosda;3149;BB
Gosda;3205;BB
Goseck;6667;ST
Gosedahl;19357;BB
Gosen;15537;BB
Gösen;7607;TH
Gösenroth;55624;RP
Gosheim;78559;BW
Goslar;38640;NI
Goslar;38642;NI
Goslar;38644;NI
Gospiteroda;99880;TH
Gossa;6773;ST
Gossel;99338;TH
Gösselborn;99326;TH
Gössenheim;97780;BY
Gossersweiler-Stein;76857;RP
Gössitz;7389;TH
Gößlow;19249;MV
Goßmar;3249;BB
Goßmar;15926;BB
Gößnitz;4639;TH
Gößweinstein;91327;BY
Goßwitz;7334;TH
Gostewitz;1594;SN
Gostorf;23936;MV
Gotha;99867;TH
Gottberg;16845;BB
Gottenheim;79288;BW
Gottesgabe;19209;MV
Gotteskoogdeich;25899;SH
Gotteszell;94239;BY
Gottfrieding;84177;BY
Gottholling;94529;BY
Gotthun;17207;MV
Göttin;14476;BB
Göttin;21514;SH
Göttingen;37073;NI
Göttingen;37075;NI
Göttingen;37077;NI
Göttingen;37079;NI
Göttingen;37081;NI
Göttingen;37083;NI
Göttingen;37085;NI
Gottmadingen;78244;BW
Göttnitz;6780;ST
Gottschdorf;1936;SN
Gottstedt;99192;TH
Götz;14778;BB
Goyatz;15913;BB
Graach;54470;RP
Graal-Müritz;18181;MV
Grabau;21493;SH
Grabau;23845;SH
Graben;83364;BY
Graben;86836;BY
Gräben;14793;BB
Gräbendorf;15741;BB
Grabenhäusl;83364;BY
Graben-Neudorf;76676;BW
Grabenstätt;83355;BY
Grabenstetten;72582;BW
Grabenstoffl;83626;BY
Grabko;3172;BB
Grabow;14778;BB
Grabow;14823;BB
Grabow;16909;BB
Grabow;16945;BB
Grabow;17209;MV
Grabow;19300;MV
Grabow;39291;ST
Grabowhöfe;17194;MV
Grabsleben;99869;TH
Gräfelfing;82166;BY
Grafenanger;83358;BY
Grafenau;71120;BW
Grafenau;94481;BY
Grafenberg;72661;BW
Gräfenberg;91322;BY
Gräfendhron;54426;RP
Gräfendorf;4916;BB
Gräfendorf;7387;TH
Gräfendorf;14913;BB
Gräfendorf;97782;BY
Grafengehaig;95356;BY
Gräfenhain;99887;TH
Gräfenhainichen;6773;ST
Grafenhausen;79865;BW
Grafenrheinfeld;97506;BY
Grafenried;93161;BY
Gräfenroda;99330;TH
Gräfenthal;98743;TH
Grafenwiesen;93479;BY
Grafenwöhr;92655;BY
Grafhorst;38462;NI
Gräfinau-Angstedt;98704;TH
Grafing;85567;BY
Grafling;94539;BY
Grafrath;82284;BY
Grafschaft;53501;RP
Grainau;82491;BY
Grainet;94143;BY
Graitschen b Bürgel;7616;TH
Grambek;23883;SH
Grambin;17375;MV
Grambow;17322;MV
Grambow;19071;MV
Gramkow;23968;MV
Grammendorf;18513;MV
Grammentin;17153;MV
Grammow;18195;MV
Gramnitz;19230;MV
Gramzow;16775;BB
Gramzow;17291;BB
Gramzow;19348;BB
Grana;6712;ST
Grande;22946;SH
Gräningen;14715;BB
Granitwerk Sormitztal;7343;TH
Granschütz;6679;ST
Gransdorf;54533;RP
Gransebieth;18513;MV
Gransee;16775;BB
Granzin;19230;MV
Granzin;19258;MV
Granzin;19386;MV
Granzow;16866;BB
Grapen-Stieten;23996;MV
Grapzow;17089;MV
Grasberg;28879;NI
Grasbrunn;85630;BY
Grasellenbach;64689;HE
Grasleben;38368;NI
Graß;85655;BY
Grassau;4916;BB
Grassau;39579;ST
Grassau;83224;BY
Grattersdorf;94541;BY
Gratze;16259;BB
Grauel;24594;SH
Grauingen;39359;ST
Graustein;3130;BB
Grävenwiesbach;61279;HE
Grebbin;19374;MV
Grebenau;36323;HE
Grebenhain;36355;HE
Grebenstein;34393;HE
Grebin;24329;SH
Grebs;14793;BB
Grebs;14797;BB
Grebs;19294;MV
Greding;91171;BY
Greese;23970;MV
Grefrath;47929;NW
Greifenberg;86926;BY
Greifenhagen;6333;ST
Greifenhain;3116;BB
Greifenstein;35753;HE
Greiffenberg;16278;BB
Greifswald;17489;MV
Greifswald;17491;MV
Greifswald;17493;MV
Greiling;83677;BY
Greimerath;54314;RP
Greimerath;54533;RP
Greimersburg;56814;RP
Greinach;83329;BY
Greinach;83379;BY
Greiz;7973;TH
Gremersdorf;23758;SH
Gremersdorf-Buchholz;18461;MV
Gremsdorf;91350;BY
Grenderich;56858;RP
Grenz;17291;BB
Grenzach-Wyhlen;79639;BW
Grenzhausen;23936;MV
Grenzheim;19348;BB
Grenzloch;56130;RP
Greppin;6803;ST
Greschendorf;23936;MV
Gresse;19258;MV
Gressow;23968;MV
Grethem;29690;NI
Grettstadt;97508;BY
Greußen;99718;TH
Greußenheim;97259;BY
Greven;19258;MV
Greven;48268;NW
Grevenbroich;41515;NW
Grevenbroich;41516;NW
Grevenbroich;41517;NW
Grevenkop;25361;SH
Grevenkrug;24241;SH
Grevenstein;23936;MV
Grevesmühlen;23936;MV
Gribbohm;25596;SH
Gribow;17506;MV
Griebelschied;55608;RP
Grieben;16775;BB
Grieben;18565;MV
Grieben;23936;MV
Grieben;39517;ST
Griebo;6869;ST
Griefstedt;99638;TH
Gries;66903;RP
Griesen;6786;ST
Griesheim;64347;HE
Griesheim;99326;TH
Griesingen;89608;BW
Grießbach;9435;SN
Grießen;3172;BB
Griesstätt;83556;BY
Griesstätt;85655;BY
Grillenberg;6528;ST
Grimburg;54413;RP
Grimma;4668;SN
Grimme;39264;ST
Grimmelsberg;24327;SH
Grimmelshausen;98660;TH
Grimmen;18507;MV
Grinau;23847;SH
Grischow;17089;MV
Gröben;6682;ST
Gröben;14974;BB
Gröben;83119;BY
Grobengereuth;7389;TH
Gröbenzell;82194;BY
Gröbern;6773;ST
Gröbers;6184;ST
Gröbitz;3238;BB
Gröbitz;6667;ST
Grobleben;39579;ST
Gröbzig;6388;ST
Grockstädt;6268;ST
Gröde;25869;SH
Gröden;4932;BB
Grödersby;24376;SH
Gröditsch;15910;BB
Gröditz;1609;SN
Groitzsch;4539;SN
Grollenhof;74196;BW
Grolsheim;55459;RP
Grömbach;72294;BW
Grömitz;23743;SH
Gröna;6408;ST
Gronau;31028;NI
Gronau;48599;NW
Grönheim;49696;NI
Gröningen;39397;ST
Grönwohld;22956;SH
Groptitz;1594;SN
Groß Ammensleben;39326;ST
Groß Behnitz;14641;BB
Groß Belitz;18246;MV
Groß Bengerstorf;19258;MV
Groß Berßen;49777;NI
Groß Beuchow;3222;BB
Groß Boden;23847;SH
Groß Bölkow;18239;MV
Groß Börnecke;39435;ST
Groß Breese;19322;BB
Groß Briesen;14806;BB
Groß Brütz;19071;MV
Groß Buchholz;19348;BB
Groß Buchwald;24582;SH
Groß Bünsdorf;23923;MV
Groß Chüden;29416;ST
Groß Daberkow;17348;MV
Groß Disnack;23911;SH
Groß Döbbern;3058;BB
Groß Dölln;17268;BB
Groß Dratow;17192;MV
Groß Düben;2959;SN
Groß Eichholz;15859;BB
Groß Eichsen;19205;MV
Groß Ernsthof;17440;MV
Groß Flotow;17219;MV
Groß Fredenwalde;17268;BB
Groß Gaglow;3058;BB
Groß Garz;39615;ST
Groß Germersleben;39398;ST
Groß Gievitz;17192;MV
Groß Glienicke;14476;BB
Groß Godems;19372;MV
Groß Görnow;19406;MV
Groß Gottschow;19348;BB
Groß Grönau;23627;SH
Groß Haßlow;16909;BB
Groß Hauskreuz;26441;NI
Groß Hundorf;19217;MV
Groß Ippener;27243;NI
Groß Jehser;3205;BB
Groß Kelle;17207;MV
Groß Kienitz;15831;BB
Groß Kiesow;17495;MV
Groß Kölpin;17268;BB
Groß Kölzig;3159;BB
Groß Kordshagen;18442;MV
Groß Köris;15746;BB
Groß Krams;19230;MV
Groß Krankow;23966;MV
Groß Kreutz;14550;BB
Groß Kühren;19273;NI
Groß Kummerfeld;24626;SH
Groß Laasch;19288;MV
Groß Labenz;19417;MV
Groß Langerwisch;16928;BB
Groß Leine;15913;BB
Groß Leppin;19339;BB
Groß Leuthen;15913;BB
Groß Linde;19348;BB
Groß Lindow;15295;BB
Groß Lübbenau;3226;BB
Groß Lüben;19336;BB
Groß Luckow;17337;MV
Groß Luja;3130;BB
Groß Lüsewitz;18190;MV
Groß Machnow;15806;BB
Groß Marzehns;14823;BB
Groß Meckelsen;27419;NI
Groß Miltzow;17349;MV
Groß Mohrdorf;18445;MV
Groß Molzahn;19217;MV
Groß Muckrow;15868;BB
Groß Naundorf;6925;ST
Groß Nemerow;17094;MV
Groß Neuendorf;15324;BB
Groß Neuleben;23923;MV
Groß Nieköhr;17179;MV
Groß Niendorf;19374;MV
Groß Niendorf;23816;SH
Groß Nienhagen;18239;MV
Groß Nordende;25436;SH
Groß Oesingen;29393;NI
Groß Offenseth-Aspern;25355;SH
Groß Oßnig;3058;BB
Groß Pampau;21493;SH
Groß Pankow;16928;BB
Groß Pinnow;16306;BB
Groß Plasten;17192;MV
Groß Polzin;17390;MV
Groß Pravtshagen;23936;MV
Groß Quenstedt;38822;ST
Groß Raden;19406;MV
Groß Rheide;24872;SH
Groß Ridsenow;18299;MV
Groß Rietz;15848;BB
Groß Rode;38154;NI
Groß Rodensleben;39167;ST
Groß Roge;17166;MV
Groß Rönnau;23795;SH
Groß Rosenburg;39240;ST
Groß Rünz;19217;MV
Groß Salitz;19205;MV
Groß Santersleben;39343;ST
Groß Sarau;23627;SH
Groß Schacksdorf;3149;BB
Groß Schauen;15859;BB
Groß Schenkenberg;23860;SH
Groß Schierstedt;6449;ST
Groß Schönebeck;16348;BB
Groß Schoritz;18574;MV
Groß Schulzendorf;15806;BB
Groß Schwansee;23942;MV
Groß Schwechten;39579;ST
Groß Schwiesow;18276;MV
Groß Siemen;18236;MV
Groß Siemz;23923;MV
Groß Spiegelberg;17337;MV
Groß Stieten;23972;MV
Groß Teetzleben;17091;MV
Groß Tessin;23992;MV
Groß Thurow;19205;MV
Groß Timkenberg;19273;MV
Groß Twülpstedt;38464;NI
Groß Vielen;17217;MV
Groß Vollstedt;24802;SH
Groß Walmstorf;23948;MV
Groß Warnow;19357;BB
Groß Wasserburg;15910;BB
Groß Welle;16866;BB
Groß Welzin;19209;MV
Groß Werzin;19336;BB
Groß Wieblitz;29413;ST
Groß Wittensee;24361;SH
Groß Woltersdorf;16928;BB
Groß Wüstenfelde;17168;MV
Groß Ziescht;15837;BB
Großaitingen;86845;BY
Großalmerode;37247;HE
Großalsleben;39387;ST
Großbadegast;6369;ST
Großbardau;4668;SN
Großbardorf;97633;BY
Großbarkau;24245;SH
Großbartloff;37359;TH
Großbeeren;14979;BB
Großberndten;99713;TH
Großbettlingen;72663;BW
Großbeuthen;14974;BB
Groß-Bieberau;64401;HE
Großbockedra;7646;TH
Großbodungen;37345;TH
Großbothen;4668;SN
Großbottwar;71723;BW
Großbreitenbach;98701;TH
Großbrembach;99610;TH
Großbrüchter;99713;TH
Großbundenbach;66501;RP
Großburschla;99830;TH
Großderschau;16845;BB
Großdittmannsdorf;1471;SN
Großdubrau;2694;SN
Großebersdorf;7589;TH
Großefehn;26629;NI
Großeibstadt;97633;BY
Grosselfingen;72415;BW
Großenaspe;24623;SH
Großenbrode;23775;SH
Großenehrich;99718;TH
Großengottern;99991;TH
Großenhain;1558;SN
Großenhof;23948;MV
Großenkneten;26197;NI
Großen-Luckow;17166;MV
Großenlüder;36137;HE
Großenlupnitz;99819;TH
Großenrade;25712;SH
Großensee;22946;SH
Großensee;99837;TH
Großenseebach;91091;BY
Großenstein;7580;TH
Großenwiehe;24969;SH
Großenwörden;21712;NI
Großerkmannsdorf;1454;SN
Großerlach;71577;BW
Großeutersdorf;7768;TH
Großfahner;99100;TH
Großfischlingen;67483;RP
Großfriesen;8541;SN
Groß-Gerau;64521;HE
Großgeschwenda;7338;TH
Großgörschen;6686;ST
Großgrimma;6679;ST
Großhabersdorf;90613;BY
Großhansdorf;22927;SH
Großharrie;24625;SH
Großharthau;1909;SN
Großharthau-Bühlau;1909;SN
Großharthau-Schmiedefeld;1909;SN
Großharthau-Seeligstadt;1909;SN
Großhartmannsdorf;9618;SN
Großheide;26532;NI
Großheirath;96269;BY
Großhelfendorf;85655;BY
Großhennersdorf;2747;SN
Großheringen;99518;TH
Großhesselohe;82049;BY
Großheubach;63920;BY
Großholbach;56412;RP
Großhub;83739;BY
Großkampenberg;54619;RP
